date,gpr,gpr_act,gpr_threat,gpr_ma7,gpr_event_label
1985-01-01,"230,04","275,20",153.03,230.04,
1985-01-02,"115,68","146,77",87.44,172.86,
1985-01-03,"97,43","158,94",29.46,147.71,
1985-01-04,"157,37","156,88",157.03,150.13,
1985-01-05,"81,36","92,70",77.32,136.37,
1985-01-06,"167,30","166,79",208.67,141.53,
1985-01-07,"105,31","57,27",143.3,136.36,
1985-01-08,"87,40","34,85",130.82,115.98,
1985-01-09,"121,40","103,74",129.79,116.8,
1985-01-10,"140,63","77,89",181.9,122.97,
1985-01-11,"94,85","130,93",72.81,114.04,
1985-01-12,"95,55","42,34",123.6,116.07,
1985-01-13,"91,78","16,64",138.77,105.28,
1985-01-14,"211,64","183,47",229.54,120.47,
1985-01-15,"97,17","105,68",102.83,121.86,
1985-01-16,"106,33","114,16",95.22,119.71,
1985-01-17,"54,69","62,31",38.98,107.43,
1985-01-18,"111,21","63,35",132.11,109.77,
1985-01-19,"51,60","41,15",68.65,103.49,
1985-01-20,"77,84","68,98",86.3,101.5,
1985-01-21,"138,41","183,98",76.73,91.04,
1985-01-22,"51,76","61,92",34.43,84.55,
1985-01-23,"124,85","82,97",138.42,87.19,
1985-01-24,"83,65","50,04",97.38,91.33,
1985-01-25,"70,18","13,99",105.04,85.47,
1985-01-26,"54,13","43,17",72.01,85.83,
1985-01-27,"63,70","47,63",66.21,83.81,
1985-01-28,"101,50","36,80",138.11,78.54,
1985-01-29,"76,81","114,87",47.9,82.12,
1985-01-30,"16,16","0,00",26.87,66.59,
1985-01-31,"111,48","111,14",119.19,70.57,
1985-02-01,"106,61","106,28",88.65,75.77,
1985-02-02,"119,37","99,17",132.35,85.09,
1985-02-03,"112,16","104,36",124.36,92.01,
1985-02-04,"80,36","89,01",89.09,88.99,
1985-02-05,"174,89","123,07",239.52,103.0,
1985-02-06,"124,22","49,54",165.27,118.44,
1985-02-07,"130,96","76,80",153.74,121.23,
1985-02-08,"147,88","103,20",172.16,127.12,
1985-02-09,"123,83","144,03",120.13,127.76,
1985-02-10,"133,99","89,05",185.7,130.88,
1985-02-11,"139,18","111,00",154.31,139.28,
1985-02-12,"153,86","126,32",150.52,136.28,
1985-02-13,"109,64","140,53",78.14,134.19,
1985-02-14,"80,21","63,97",80.03,126.94,
1985-02-15,"83,96","60,87",88.85,117.81,
1985-02-16,"63,10","62,90",52.47,109.13,
1985-02-17,"68,30","51,07",70.99,99.75,
1985-02-18,"128,76","163,37",77.87,98.26,
1985-02-19,"100,11","72,58",136.21,90.58,
1985-02-20,"64,59","36,80",92.07,84.15,
1985-02-21,"85,60","102,40",56.94,84.91,
1985-02-22,"157,74","104,84",174.89,95.46,
1985-02-23,"200,44","126,21",228.08,115.08,
1985-02-24,"91,59","76,09",114.24,118.4,
1985-02-25,"100,13","99,82",97.14,114.31,
1985-02-26,"125,18","115,20",112.1,117.9,
1985-02-27,"120,73","75,22",150.59,125.92,
1985-02-28,"144,72","144,28",133.71,134.36,
1985-03-01,"146,57","131,51",134.07,132.77,
1985-03-02,"149,53","68,80",191.28,125.49,
1985-03-03,"77,76","15,50",116.39,123.52,
1985-03-04,"82,61","115,29",68.69,121.02,
1985-03-05,"137,31","102,66",171.26,122.75,
1985-03-06,"179,06","178,51",148.89,131.08,
1985-03-07,"132,50","108,78",129.62,129.33,
1985-03-08,"91,80","106,77",63.61,121.51,
1985-03-09,"90,14","67,40",112.43,113.03,
1985-03-10,"119,37","104,13",124.08,118.97,
1985-03-11,"129,74","155,20",115.07,125.7,
1985-03-12,"232,91","344,00",143.46,139.36,
1985-03-13,"183,18","228,27",177.71,139.95,
1985-03-14,"177,46","221,14",122.97,146.37,
1985-03-15,"138,34","76,62",191.73,153.02,
1985-03-16,"194,86","107,92",252.05,167.98,
1985-03-17,"42,65","28,35",47.29,157.02,
1985-03-18,"124,33","123,95",132.93,156.25,
1985-03-19,"139,11","138,68",144.59,142.85,
1985-03-20,"136,23","128,66",143.09,136.14,
1985-03-21,"118,59","110,34",157.78,127.73,
1985-03-22,"102,78","110,34",78.89,122.65,
1985-03-23,"98,72","109,35",91.21,108.92,
1985-03-24,"79,82","39,79",132.75,114.23,
1985-03-25,"75,63","120,63",37.73,107.27,
1985-03-26,"95,39","103,74",72.11,101.02,
1985-03-27,"135,94","71,33",166.58,100.98,
1985-03-28,"145,02","136,96",165.02,104.76,
1985-03-29,"87,00","26,69",122.42,102.5,
1985-03-30,"142,70","142,26",152.56,108.78,
1985-03-31,"70,31","46,73",77.96,107.43,
1985-04-01,"90,26","89,98",90.07,109.52,
1985-04-02,"79,06","94,58",92.04,107.18,
1985-04-03,"88,79","68,09",124.95,100.45,
1985-04-04,"155,72","127,01",188.34,101.98,
1985-04-05,"95,55","95,26",79.46,103.2,
1985-04-06,"179,06","111,57",204.73,108.39,
1985-04-07,"57,54","81,94",41.01,106.57,
1985-04-08,"149,37","70,08",204.58,115.01,
1985-04-09,"96,72","96,42",80.42,117.54,
1985-04-10,"92,44","107,52",76.87,118.06,
1985-04-11,"115,98","101,17",120.55,112.38,
1985-04-12,"81,25","37,39",103.94,110.34,
1985-04-13,"29,23","38,85",16.2,88.93,
1985-04-14,"53,43","53,26",44.43,88.35,
1985-04-15,"45,75","36,49",45.65,73.54,
1985-04-16,"135,51","120,09",150.25,79.09,
1985-04-17,"91,43","112,18",70.18,78.94,
1985-04-18,"77,53","98,37",58.61,73.45,
1985-04-19,"37,08","36,97",30.83,67.14,
1985-04-20,"105,83","63,30",123.2,78.08,
1985-04-21,"38,25","61,01",25.45,75.91,
1985-04-22,"50,96","84,68",28.25,76.66,
1985-04-23,"135,04","95,03",145.32,76.59,
1985-04-24,"96,34","73,88",110.92,77.29,
1985-04-25,"136,23","57,18",178.86,85.68,
1985-04-26,"53,62","59,40",49.54,88.04,
1985-04-27,"71,57","40,77",102.02,83.15,
1985-04-28,"41,84","27,81",46.39,83.66,
1985-04-29,"74,16","0,00",123.34,86.97,
1985-04-30,"101,56","62,31",116.94,82.19,
1985-05-01,"88,73","58,97",122.97,81.1,
1985-05-02,"164,91","85,78",214.64,85.2,
1985-05-03,"106,86","82,86",118.47,92.81,
1985-05-04,"110,42","110,08",122.42,98.36,
1985-05-05,"110,64","103,81",108.23,108.18,
1985-05-06,"110,70","50,94",155.78,113.4,
1985-05-07,"130,76","115,87",144.97,117.57,
1985-05-08,"98,46","112,18",116.96,118.96,
1985-05-09,"106,86","106,53",99.96,110.67,
1985-05-10,"87,50","62,31",93.55,107.91,
1985-05-11,"48,71","19,43",64.81,99.09,
1985-05-12,"85,30","85,04",94.58,95.47,
1985-05-13,"97,69","106,24",73.85,93.61,
1985-05-14,"108,10","76,98",141.26,90.38,
1985-05-15,"88,43","108,50",67.87,88.94,
1985-05-16,"96,11","51,10",127.87,87.41,
1985-05-17,"142,41","135,80",164.76,95.25,
1985-05-18,"92,30","102,24",85.28,101.48,
1985-05-19,"95,19","75,92",116.09,102.89,
1985-05-20,"108,75","116,75",97.38,104.47,
1985-05-21,"110,16","141,19",78.51,104.76,
1985-05-22,"139,31","154,32",128.72,112.03,
1985-05-23,"115,87","81,54",147.36,114.86,
1985-05-24,"92,94","66,18",110.4,107.79,
1985-05-25,"71,79","61,34",68.22,104.86,
1985-05-26,"83,96","106,53",63.47,103.25,
1985-05-27,"97,43","64,75",108.02,101.64,
1985-05-28,"121,72","173,35",57.84,103.29,
1985-05-29,"54,87","68,37",57.03,91.22,
1985-05-30,"86,30","79,42",88.32,87.0,
1985-05-31,"107,06","75,34",136.15,89.02,
1985-06-01,"72,01","102,56",34.22,89.05,
1985-06-02,"85,85","99,86",59.49,89.32,
1985-06-03,"120,02","111,67",106.45,92.55,
1985-06-04,"77,94","93,24",51.85,86.29,
1985-06-05,"103,98","103,66",86.46,93.31,
1985-06-06,"99,95","99,64",94.98,95.26,
1985-06-07,"114,46","80,55",134.37,96.32,
1985-06-08,"84,40","84,14",70.18,98.09,
1985-06-09,"71,09","56,69",70.93,95.98,
1985-06-10,"148,19","156,43",144.97,100.0,
1985-06-11,"106,12","90,68",100.85,104.03,
1985-06-12,"120,84","127,56",106.4,106.44,
1985-06-13,"128,89","128,50",107.18,110.57,
1985-06-14,"112,63","105,68",110.18,110.31,
1985-06-15,"114,95","145,85",121.65,114.67,
1985-06-16,"125,14","146,77",97.94,122.4,
1985-06-17,"133,57","230,81",59.24,120.31,
1985-06-18,"258,32","287,82",265.34,142.05,
1985-06-19,"165,63","201,01",203.59,148.45,
1985-06-20,"246,39","300,22",204.88,165.23,
1985-06-21,"213,71","288,25",125.44,179.67,
1985-06-22,"158,21","197,16",180.89,185.85,
1985-06-23,"147,05","169,75",180.2,188.98,
1985-06-24,"230,51","323,43",170.38,202.83,
1985-06-25,"205,66","307,54",146.58,195.31,
1985-06-26,"170,89","183,47",185.82,196.06,
1985-06-27,"204,30","232,77",194.15,190.05,
1985-06-28,"198,24","216,76",223.34,187.84,
1985-06-29,"188,69","313,52",104.6,192.19,
1985-06-30,"182,41","203,67",206.28,197.24,
1985-07-01,"255,47","322,60",254.92,200.81,
1985-07-02,"222,37","275,20",242.29,203.2,
1985-07-03,"142,72","194,70",87.44,199.17,
1985-07-04,"180,03","233,32",179.64,195.7,
1985-07-05,"139,39","179,83",177.27,187.3,
1985-07-06,"123,52","111,94",130.72,177.99,
1985-07-07,"75,86","33,61",98.12,162.77,
1985-07-08,"112,29","93,29",124.5,142.31,
1985-07-09,"153,03","161,53",149.7,132.41,
1985-07-10,"197,09","226,71",163.88,140.17,
1985-07-11,"150,91","195,58",112.94,136.01,
1985-07-12,"174,69","258,00",107.6,141.05,
1985-07-13,"165,08","175,54",201.33,146.99,
1985-07-14,"108,73","115,62",96.44,151.69,
1985-07-15,"136,80","116,90",130.01,155.19,
1985-07-16,"108,47","116,46",97.14,148.82,
1985-07-17,"90,34","30,02",125.2,133.57,
1985-07-18,"122,97","137,92",115.04,129.58,
1985-07-19,"104,27","127,94",80.03,119.52,
1985-07-20,"63,22","100,84",21.03,104.97,
1985-07-21,"53,29","53,12",44.31,97.05,
1985-07-22,"133,74","225,63",51.33,96.61,
1985-07-23,"167,20","145,85",191.16,105.0,
1985-07-24,"145,21","199,05",120.75,112.84,
1985-07-25,"81,19","80,94",94.52,106.87,
1985-07-26,"82,40","82,15",82.22,103.75,
1985-07-27,"107,63","71,53",119.33,110.09,
1985-07-28,"125,00","106,82",133.64,120.34,
1985-07-29,"120,96","129,87",123.8,118.51,
1985-07-30,"124,10","114,20",111.13,112.36,
1985-07-31,"106,54","96,56",96.65,106.83,
1985-08-01,"140,76","149,68",124.85,115.34,
1985-08-02,"75,10","66,55",97.14,114.3,
1985-08-03,"57,11","68,32",37.99,107.08,
1985-08-04,"60,37","45,13",62.74,97.85,
1985-08-05,"62,50","62,31",51.97,89.5,
1985-08-06,"116,64","93,02",135.79,88.43,
1985-08-07,"95,39","69,16",100.95,86.84,
1985-08-08,"42,04","50,29",41.95,72.73,
1985-08-09,"95,79","111,41",79.65,75.69,
1985-08-10,"64,53","85,78",35.77,76.75,
1985-08-11,"44,87","59,64",49.74,74.54,
1985-08-12,"120,63","129,50",108.02,82.84,
1985-08-13,"76,64","101,87",56.65,77.12,
1985-08-14,"101,09","108,53",77.59,77.94,
1985-08-15,"53,31","45,55",50.66,79.55,
1985-08-16,"59,29","59,10",49.3,74.33,
1985-08-17,"79,58","79,34",66.17,76.48,
1985-08-18,"72,80","87,10",72.65,80.48,
1985-08-19,"104,41","94,62",110.5,78.16,
1985-08-20,"83,44","116,46",55.51,79.13,
1985-08-21,"167,72","234,09",125.52,88.65,
1985-08-22,"108,10","76,98",115.57,96.48,
1985-08-23,"72,01","95,72",39.92,98.3,
1985-08-24,"63,70","63,51",52.97,96.03,
1985-08-25,"22,08","14,68",24.48,88.78,
1985-08-26,"70,29","70,08",58.45,83.91,
1985-08-27,"112,29","111,94",93.37,88.03,
1985-08-28,"77,76","77,52",77.59,75.18,
1985-08-29,"131,63","102,06",133.77,78.54,
1985-08-30,"65,11","32,46",81.21,77.55,
1985-08-31,"56,15","67,17",37.35,76.47,
1985-09-01,"63,40","31,60",79.08,82.37,
1985-09-02,"84,32","24,02",120.2,84.38,
1985-09-03,"84,94","150,54",15.7,80.47,
1985-09-04,"66,42","99,32",27.61,78.85,
1985-09-05,"59,82","74,55",37.31,68.59,
1985-09-06,"89,34","54,81",102.87,72.05,
1985-09-07,"114,89","133,62",79.61,80.45,
1985-09-08,"67,19","66,99",55.87,80.99,
1985-09-09,"84,94","94,08",78.48,81.08,
1985-09-10,"120,02","63,81",146.37,86.09,
1985-09-11,"151,95","90,89",176.89,98.31,
1985-09-12,"73,61","73,39",73.45,100.28,
1985-09-13,"103,30","82,39",114.53,102.27,
1985-09-14,"120,26","87,19",145.45,103.04,
1985-09-15,"78,70","85,59",59.49,104.68,
1985-09-16,"95,33","79,19",92.48,106.17,
1985-09-17,"124,86","161,09",109.94,106.86,
1985-09-18,"126,49","126,10",118.33,103.22,
1985-09-19,"126,59","140,23",105.27,110.79,
1985-09-20,"104,39","13,88",162.03,110.95,
1985-09-21,"52,08","83,08",17.32,101.21,
1985-09-22,"69,89","69,67",69.73,99.95,
1985-09-23,"115,36","131,44",95.93,102.81,
1985-09-24,"110,66","117,68",110.43,100.78,
1985-09-25,"120,84","85,04",130.04,99.98,
1985-09-26,"174,71","167,21",174.34,106.85,
1985-09-27,"144,02","114,87",155.69,112.51,
1985-09-28,"129,71","119,36",132.75,123.6,
1985-09-29,"79,18","52,63",98.77,124.93,
1985-09-30,"104,06","86,45",115.37,123.31,
1985-10-01,"154,24","87,87",183.23,129.54,
1985-10-02,"184,03","176,13",171.39,138.57,
1985-10-03,"100,99","107,39",78.38,128.04,
1985-10-04,"159,82","159,32",169.14,130.29,
1985-10-05,"103,20","61,73",154.46,126.5,
1985-10-06,"92,57","131,83",65.98,128.42,
1985-10-07,"88,44","96,19",80.23,126.18,
1985-10-08,"134,72","189,61",92.26,123.4,
1985-10-09,"162,45","253,49",82.22,120.31,
1985-10-10,"102,24","135,90",79.35,120.49,
1985-10-11,"82,13","81,88",79.68,109.39,
1985-10-12,"146,14","194,26",97.22,115.53,
1985-10-13,"67,19","80,38",67.05,111.9,
1985-10-14,"138,44","236,59",32.89,119.04,
1985-10-15,"190,47","280,70",110.18,127.01,
1985-10-16,"106,61","106,28",113.98,119.03,
1985-10-17,"122,39","162,68",67.84,121.91,
1985-10-18,"118,31","188,71",39.35,127.08,
1985-10-19,"81,01","35,90",104.79,117.77,
1985-10-20,"82,99","82,73",80.51,120.03,
1985-10-21,"129,90","97,13",135.02,118.81,
1985-10-22,"75,67","67,05",83.89,102.41,
1985-10-23,"102,60","131,51",97.5,101.84,
1985-10-24,"71,09","85,04",47.29,94.51,
1985-10-25,"85,30","99,21",82.75,89.79,
1985-10-26,"106,57","70,83",118.16,93.45,
1985-10-27,"68,73","41,11",91.44,91.41,
1985-10-28,"41,41","49,54",27.55,78.77,
1985-10-29,"47,32","94,35",39.35,74.72,
1985-10-30,"35,24","14,05",46.89,65.09,
1985-10-31,"109,45","87,29",109.21,70.57,
1985-11-01,"100,15","61,44",115.3,72.69,
1985-11-02,"120,82","120,45",117.21,74.73,
1985-11-03,"93,69","66,71",100.16,78.3,
1985-11-04,"155,56","91,23",182.62,94.6,
1985-11-05,"107,39","82,35",109.91,103.19,
1985-11-06,"63,30","70,11",46.79,107.19,
1985-11-07,"92,02","42,34",117.71,104.7,
1985-11-08,"70,03","83,78",58.23,100.4,
1985-11-09,"84,46","93,55",62.43,95.21,
1985-11-10,"77,19","64,12",74.88,92.85,
1985-11-11,"59,76","85,11",28.4,79.16,
1985-11-12,"88,57","123,62",73.65,76.47,
1985-11-13,"79,91","28,97",108.73,78.85,
1985-11-14,"97,02","82,90",92.2,79.56,
1985-11-15,"86,79","43,26",120.28,81.96,
1985-11-16,"45,13","53,99",45.03,76.34,
1985-11-17,"86,26","45,87",105.21,77.64,
1985-11-18,"132,86","35,32",191.49,88.08,
1985-11-19,"97,19","96,89",94.29,89.31,
1985-11-20,"103,25","120,09",71.55,92.64,
1985-11-21,"73,32","66,45",66.51,89.26,
1985-11-22,"138,02","76,44",191.28,96.58,
1985-11-23,"89,53","59,50",99.26,102.92,
1985-11-24,"80,79","46,03",95.98,102.14,
1985-11-25,"151,79","231,43",89.09,104.84,
1985-11-26,"54,95","31,30",65.27,98.81,
1985-11-27,"89,73","119,27",49.74,96.88,
1985-11-28,"132,50","140,90",132.22,105.33,
1985-11-29,"93,21","85,78",119.24,98.93,
1985-11-30,"132,91","122,31",136.02,105.13,
1985-12-01,"78,58","72,31",80.42,104.81,
1985-12-02,"77,04","68,27",71.18,94.13,
1985-12-03,"15,52","15,47",12.9,88.5,
1985-12-04,"90,76","90,48",88.04,88.65,
1985-12-05,"62,50","55,39",57.75,78.64,
1985-12-06,"84,94","56,45",105.94,77.46,
1985-12-07,"99,38","110,08",73.45,72.67,
1985-12-08,"96,59","56,64",113.39,75.25,
1985-12-09,"98,39","130,79",54.54,78.3,
1985-12-10,"92,72","84,03",98.12,89.33,
1985-12-11,"84,76","42,25",105.72,88.47,
1985-12-12,"76,68","91,73",76.51,90.49,
1985-12-13,"42,93","57,06",23.8,84.49,
1985-12-14,"76,03","64,96",90.31,81.16,
1985-12-15,"72,41","72,18",70.24,77.7,
1985-12-16,"67,60","101,09",28.11,73.3,
1985-12-17,"73,61","65,23",68.01,70.57,
1985-12-18,"74,61","133,88",24.82,69.12,
1985-12-19,"90,28","110,77",69.3,71.07,
1985-12-20,"126,06","125,67",116.47,82.94,
1985-12-21,"90,76","113,09",56.6,85.05,
1985-12-22,"40,32","66,99",11.17,80.46,
1985-12-23,"87,87","105,12",102.29,83.36,
1985-12-24,"96,02","95,72",79.84,86.56,
1985-12-25,"156,09","172,90",173.06,98.2,
1985-12-26,"165,17","146,37",152.6,108.9,
1985-12-27,"109,86","117,94",84.32,106.58,
1985-12-28,"307,86","515,61",163.84,137.6,
1985-12-29,"62,50","96,92",46.2,140.77,
1985-12-30,"263,38","403,96",185.32,165.84,
1985-12-31,"220,17","339,22",116.5,183.58,
1986-01-01,"269,63","460,80",192.17,199.8,
1986-01-02,"150,57","229,58",73.65,197.71,
1986-01-03,"166,88","266,19",124.89,205.86,
1986-01-04,"126,08","251,39",114.37,179.89,
1986-01-05,"115,63","189,87",113.12,187.48,
1986-01-06,"147,69","210,34",105.27,170.95,
1986-01-07,"174,35","173,81",217.46,164.41,
1986-01-08,"131,84","230,02",150.74,144.72,
1986-01-09,"146,14","226,63",148.53,144.09,
1986-01-10,"204,48","326,16",231.24,149.46,
1986-01-11,"120,26","108,99",181.82,148.63,
1986-01-12,"115,47","143,89",132.02,148.6,
1986-01-13,"147,64","220,77",122.76,148.6,
1986-01-14,"120,14","119,78",128.45,140.85,
1986-01-15,"129,27","128,87",134.37,140.49,
1986-01-16,"195,32","124,62",298.84,147.51,
1986-01-17,"155,28","132,68",184.45,140.48,
1986-01-18,"204,35","278,77",196.75,152.49,
1986-01-19,"73,61","117,42",48.97,146.51,
1986-01-20,"163,36","162,86",150.93,148.76,
1986-01-21,"54,45","36,19",60.37,139.38,
1986-01-22,"116,23","66,21",151.88,137.51,
1986-01-23,"94,20","109,56",65.27,123.07,
1986-01-24,"87,17","110,61",79.08,113.34,
1986-01-25,"227,03","205,76",257.43,116.58,
1986-01-26,"70,48","63,88",63.93,116.13,
1986-01-27,"140,11","179,59",133.15,112.81,
1986-01-28,"142,86","89,01",207.89,125.44,
1986-01-29,"145,36","152,53",152.67,129.6,
1986-01-30,"54,95","62,60",39.16,123.99,
1986-01-31,"96,77","133,58",74.28,125.36,
1986-02-01,"55,58","44,33",73.95,100.87,
1986-02-02,"78,36","99,43",71.08,102.0,
1986-02-03,"86,94","86,68",72.3,94.4,
1986-02-04,"71,43","124,62",14.85,84.2,
1986-02-05,"134,40","173,39",92.04,82.63,
1986-02-06,"109,90","62,60",143.6,90.48,
1986-02-07,"40,20","16,03",53.49,82.4,
1986-02-08,"86,04","64,33",89.43,86.75,
1986-02-09,"47,42","40,52",45.06,82.33,
1986-02-10,"84,22","74,63",93.37,81.94,
1986-02-11,"88,81","106,24",73.85,84.43,
1986-02-12,"116,52","116,16",124.58,81.87,
1986-02-13,"83,19","90,48",75.47,78.06,
1986-02-14,"38,70","46,29",25.74,77.84,
1986-02-15,"127,41","207,84",38.52,83.75,
1986-02-16,"97,02","138,17",69.15,90.84,
1986-02-17,"110,42","171,23",61.21,94.58,
1986-02-18,"101,22","201,81",15.3,96.35,
1986-02-19,"78,87","139,78",43.72,90.97,
1986-02-20,"124,85","99,57",152.26,96.93,
1986-02-21,"131,88","170,15",116.11,110.24,
1986-02-22,"148,64","148,18",176.57,113.27,
1986-02-23,"106,64","106,31",110.85,114.65,
1986-02-24,"158,16","175,19",131.51,121.47,
1986-02-25,"133,50","149,73",97.14,126.08,
1986-02-26,"107,85","122,88",102.49,130.22,
1986-02-27,"99,73","71,02",118.47,126.63,
1986-02-28,"119,37","193,38",49.63,124.84,
1986-03-01,"75,29","85,78",53.66,114.36,
1986-03-02,"98,59","104,84",98.38,113.21,
1986-03-03,"125,18","134,40",112.1,108.5,
1986-03-04,"25,42","50,68",0.0,93.06,
1986-03-05,"74,72","49,66",96.65,88.33,
1986-03-06,"94,87","126,10",65.74,87.63,
1986-03-07,"74,11","73,88",73.95,81.17,
1986-03-08,"69,74","92,70",38.66,80.37,
1986-03-09,"68,02","94,93",56.56,76.01,
1986-03-10,"75,93","94,62",63.14,68.97,
1986-03-11,"81,68","90,48",90.56,77.01,
1986-03-12,"78,87","94,35",65.58,77.6,
1986-03-13,"73,98","81,94",54.68,74.62,
1986-03-14,"85,34","108,27",51.61,76.22,
1986-03-15,"109,69","87,48",109.45,81.93,
1986-03-16,"39,59","52,63",32.92,77.87,
1986-03-17,"104,71","37,96",142.47,81.98,
1986-03-18,"57,78","115,20",0.0,78.56,
1986-03-19,"62,80","62,60",52.22,76.27,
1986-03-20,"38,88","62,02",12.93,71.25,
1986-03-21,"97,21","134,18",49.74,72.95,
1986-03-22,"117,88","141,03",98.03,74.12,
1986-03-23,"96,11","102,20",106.56,82.2,
1986-03-24,"120,14","136,89",114.18,84.4,
1986-03-25,"155,40","228,31",95.22,98.35,
1986-03-26,"220,31","376,52",143.94,120.85,
1986-03-27,"175,15","212,57",177.3,140.32,
1986-03-28,"131,63","189,54",121.61,145.23,
1986-03-29,"182,01","145,16",201.8,154.39,
1986-03-30,"142,93","150,87",139.82,161.08,
1986-03-31,"100,08","39,91",133.15,158.21,
1986-04-01,"70,29","17,52",102.29,146.06,
1986-04-02,"111,56","51,33",142.72,130.52,
1986-04-03,"142,93","184,40",139.82,125.92,
1986-04-04,"66,85","74,04",49.41,116.66,
1986-04-05,"98,52","171,87",20.48,104.74,
1986-04-06,"94,26","107,39",78.38,97.78,
1986-04-07,"127,08","152,03",112.72,101.64,
1986-04-08,"172,53","223,60",129.12,116.25,
1986-04-09,"122,69","86,34",156.03,117.84,
1986-04-10,"130,36","122,31",165.78,116.04,
1986-04-11,"190,82","243,49",190.4,133.75,
1986-04-12,"156,68","178,51",167.5,142.06,
1986-04-13,"92,21","84,86",106.17,141.77,
1986-04-14,"154,07","249,60",128.12,145.62,
1986-04-15,"289,13","395,30",274.76,162.28,
1986-04-16,"340,54","555,54",321.79,193.4, U.S. Bombing of Libya
1986-04-17,"166,01","150,45",188.23,198.49,
1986-04-18,"222,89","367,78",191.73,203.08,
1986-04-19,"143,07","175,54",128.12,201.13,
1986-04-20,"151,56","201,45",144.03,209.61,
1986-04-21,"117,41","150,49",97.63,204.37,
1986-04-22,"132,17","197,65",96.17,181.95,
1986-04-23,"164,45","202,98",143.26,156.79,
1986-04-24,"154,79","169,75",141.59,155.19,
1986-04-25,"101,26","187,47",60.14,137.82,
1986-04-26,"146,97","135,25",169.22,138.37,
1986-04-27,"125,98","132,98",160.22,134.72,
1986-04-28,"152,74","171,30",158.76,139.77,
1986-04-29,"171,96","162,41",195.68,145.45,
1986-04-30,"114,72","142,96",83.47,138.35,
1986-05-01,"95,48","117,16",73.29,129.87,
1986-05-02,"80,44","116,64",60.81,126.9,
1986-05-03,"117,54","85,22",159.94,122.7,
1986-05-04,"97,24","77,55",107.81,118.59,
1986-05-05,"155,43","135,58",177.71,118.97,
1986-05-06,"136,25","118,85",155.78,113.87,
1986-05-07,"94,20","62,60",130.55,110.94,
1986-05-08,"94,02","115,37",84.2,110.73,
1986-05-09,"66,25","58,71",73.45,108.7,
1986-05-10,"114,62","137,12",152.5,108.29,
1986-05-11,"47,91","40,94",56.91,101.24,
1986-05-12,"97,43","135,98",97.22,92.95,
1986-05-13,"113,62","174,27",87.21,89.72,
1986-05-14,"138,02","107,02",165.78,95.98,
1986-05-15,"111,48","95,26",158.91,98.48,
1986-05-16,"101,48","57,81",144.66,103.51,
1986-05-17,"81,36","69,52",115.98,98.76,
1986-05-18,"77,36","98,16",70.18,102.97,
1986-05-19,"93,58","149,26",62.25,102.42,
1986-05-20,"244,68","262,69",250.41,121.14,
1986-05-21,"160,80","96,19",227.31,124.39,
1986-05-22,"159,19","166,25",151.28,131.21,
1986-05-23,"81,70","103,66",49.41,128.38,
1986-05-24,"176,83","117,52",215.66,142.02,
1986-05-25,"195,74","195,14",187.81,158.93,
1986-05-26,"196,30","220,16",142.83,173.61,
1986-05-27,"169,39","131,34",203.46,162.85,
1986-05-28,"144,02","135,14",154.98,160.45,
1986-05-29,"96,72","64,28",107.23,151.53,
1986-05-30,"72,96","87,29",72.81,150.28,
1986-05-31,"98,07","65,18",126.85,139.03,
1986-06-01,"104,54","104,22",97.79,126.0,
1986-06-02,"94,11","93,82",78.25,111.4,
1986-06-03,"67,78","0,00",112.72,96.89,
1986-06-04,"118,59","63,05",144.63,93.25,
1986-06-05,"73,78","44,13",110.43,89.97,
1986-06-06,"100,38","107,77",89.89,93.89,
1986-06-07,"166,18","220,89",128.97,103.62,
1986-06-08,"56,90","37,81",84.11,96.82,
1986-06-09,"62,67","71,40",59.56,92.32,
1986-06-10,"101,66","135,14",70.45,97.17,
1986-06-11,"98,39","114,44",68.18,94.28,
1986-06-12,"134,29","14,88",223.34,102.93,
1986-06-13,"164,88","74,71",224.35,112.14,
1986-06-14,"92,02","91,73",95.64,101.54,
1986-06-15,"77,69","70,41",82.22,104.52,
1986-06-16,"79,50","35,23",117.53,106.92,
1986-06-17,"68,83","17,16",100.16,102.23,
1986-06-18,"72,01","63,81",66.53,98.46,
1986-06-19,"50,30","28,65",71.7,86.46,
1986-06-20,"142,17","155,91",141.86,83.22,
1986-06-21,"135,21","112,33",168.64,89.39,
1986-06-22,"38,34","61,16",12.75,83.77,
1986-06-23,"86,17","57,27",111.45,84.72,
1986-06-24,"80,58","89,25",74.45,86.4,
1986-06-25,"119,91","164,37",87.25,93.24,
1986-06-26,"114,23","106,28",126.64,102.37,
1986-06-27,"123,71","82,22",148.58,99.73,
1986-06-28,"88,04","65,83",91.51,93.0,
1986-06-29,"81,79","122,31",56.68,99.2,
1986-06-30,"93,31","0,00",155.18,100.22,
1986-07-01,"89,53","53,55",119.11,101.5,
1986-07-02,"66,42","49,66",69.04,93.86,
1986-07-03,"84,15","45,76",101.78,89.56,
1986-07-04,"75,04","85,50",53.49,82.61,
1986-07-05,"71,49","71,27",59.45,80.25,
1986-07-06,"80,99","64,59",80.82,80.13,
1986-07-07,"108,77","138,01",65.78,82.34,
1986-07-08,"101,78","55,35",123.11,84.09,
1986-07-09,"151,79","231,43",74.25,96.29,
1986-07-10,"117,19","93,46",142.92,101.01,
1986-07-11,"67,09","50,16",97.63,99.87,
1986-07-12,"81,08","115,47",57.79,101.24,
