date,gpr,gpr_act,gpr_threat,gpr_ma7,gpr_event_label
2009-04-20,"84,29","117,64",49.06,86.09,
2009-04-21,"66,33","88,16",61.28,70.53,
2009-04-22,"66,89","91,25",52.69,67.06,
2009-04-23,"64,32","81,61",53.49,61.08,
2009-04-24,"44,04","50,18",41.85,56.62,
2009-04-25,"83,54","96,09",64.12,60.01,
2009-04-26,"60,53","65,83",64.06,67.13,
2009-04-27,"107,41","119,93",107.18,70.44,
2009-04-28,"88,93","88,65",104.76,73.66,
2009-04-29,"71,70","114,37",35.77,74.35,
2009-04-30,"79,10","63,08",78.93,76.46,
2009-05-01,"54,94","57,99",48.37,78.02,
2009-05-02,"69,29","52,63",71.33,75.98,
2009-05-03,"60,41","70,26",58.61,75.97,
2009-05-04,"91,26","109,17",68.29,73.66,
2009-05-05,"119,16","134,63",99.08,77.98,
2009-05-06,"111,66","141,00",99.04,83.69,
2009-05-07,"73,40","76,36",69.0,82.87,
2009-05-08,"76,57","86,29",77.51,85.96,
2009-05-09,"58,22","91,65",25.48,84.38,
2009-05-10,"38,45","54,77",27.41,81.25,
2009-05-11,"117,22","103,88",137.18,84.96,
2009-05-12,"92,84","103,66",86.46,81.2,
2009-05-13,"61,82","72,50",48.38,74.08,
2009-05-14,"81,11","97,03",70.14,75.18,
2009-05-15,"49,39","56,27",35.2,71.29,
2009-05-16,"44,42","44,28",42.21,69.32,
2009-05-17,"63,50","63,30",61.6,72.9,
2009-05-18,"148,12","223,74",111.97,77.31,
2009-05-19,"136,40","116,55",149.07,83.54,
2009-05-20,"88,76","63,71",118.09,87.39,
2009-05-21,"106,15","87,15",103.85,90.96,
2009-05-22,"78,14","115,16",45.2,95.07,
2009-05-23,"52,12","77,93",32.5,96.17,
2009-05-24,"78,87","96,77",60.54,98.37,
2009-05-25,"127,22","117,07",138.34,95.38,
2009-05-26,"157,94","25,53",241.37,98.46,
2009-05-27,"149,70","145,41",185.12,107.16,
2009-05-28,"125,79","146,31",133.66,109.97,
2009-05-29,"109,24","133,50",82.05,114.41,
2009-05-30,"97,03","66,71",105.73,120.83,
2009-05-31,"107,43","59,50",138.97,124.91,
2009-06-01,"85,28","71,60",97.04,118.92,
2009-06-02,"109,90","101,73",104.44,112.05,
2009-06-03,"82,01","113,75",47.44,102.39,
2009-06-04,"75,99","55,10",91.91,95.27,
2009-06-05,"108,34","85,10",114.66,95.14,
2009-06-06,"61,34","38,62",75.17,90.04,
2009-06-07,"69,86","104,47",29.05,84.68,
2009-06-08,"93,43","101,61",77.69,85.84,
2009-06-09,"74,05","108,78",64.81,80.72,
2009-06-10,"58,66","89,44",28.69,77.38,
2009-06-11,"104,06","89,91",109.6,81.39,
2009-06-12,"82,28","106,99",53.54,77.67,
2009-06-13,"73,33","50,85",79.53,79.38,
2009-06-14,"61,46","12,25",91.99,78.18,
2009-06-15,"113,18","43,40",152.02,81.0,
2009-06-16,"117,29","80,64",147.98,87.18,
2009-06-17,"67,82","71,17",59.36,88.49,
2009-06-18,"125,40","111,12",150.61,91.54,
2009-06-19,"87,34","87,07",77.81,92.26,
2009-06-20,"67,12","53,53",72.56,91.37,
2009-06-21,"67,23","36,56",81.31,92.2,
2009-06-22,"72,85","59,81",78.39,86.44,
2009-06-23,"68,85","53,39",82.7,79.52,
2009-06-24,"64,43","60,46",56.73,79.03,
2009-06-25,"75,05","74,82",68.08,71.84,
2009-06-26,"62,11","55,04",74.6,68.24,
2009-06-27,"69,15","65,65",65.71,68.53,
2009-06-28,"60,78","60,59",60.65,67.6,
2009-06-29,"63,61","68,29",48.82,66.28,
2009-06-30,"115,36","98,58",109.63,72.93,
2009-07-01,"78,30","74,67",79.27,74.91,
2009-07-02,"59,01","31,38",85.06,72.62,
2009-07-03,"128,64","114,00",136.69,82.12,
2009-07-04,"61,63","61,44",51.25,81.05,
2009-07-05,"61,46","61,27",51.1,81.15,
2009-07-06,"113,21","49,07",155.53,88.23,
2009-07-07,"111,88","79,67",132.91,87.73,
2009-07-08,"82,52","78,35",78.42,88.34,
2009-07-09,"92,71","85,31",83.02,93.15,
2009-07-10,"75,68","82,30",62.93,85.58,
2009-07-11,"67,90","57,00",77.26,86.48,
2009-07-12,"48,80","60,82",30.44,84.67,
2009-07-13,"86,54","76,69",79.96,80.86,
2009-07-14,"79,37","83,29",69.47,76.22,
2009-07-15,"65,94","69,61",64.51,73.85,
2009-07-16,"48,22","59,17",49.35,67.49,
2009-07-17,"102,60","87,67",103.6,71.34,
2009-07-18,"86,00","116,59",57.21,73.92,
2009-07-19,"62,98","75,34",41.89,75.95,
2009-07-20,"66,44","75,70",47.36,73.08,
2009-07-21,"66,33","82,66",62.05,71.22,
2009-07-22,"76,01","95,72",66.53,72.66,
2009-07-23,"92,53","29,52",135.42,78.98,
2009-07-24,"139,67","142,81",148.89,84.28,
2009-07-25,"55,44","69,09",40.34,79.91,
2009-07-26,"71,37","83,00",59.34,81.11,
2009-07-27,"84,10","74,52",93.24,83.64,
2009-07-28,"112,64","66,55",152.64,90.25,
2009-07-29,"106,98","110,61",92.26,94.68,
2009-07-30,"66,40","51,48",67.48,90.94,
2009-07-31,"62,29","80,37",54.85,79.89,
2009-08-01,"31,62","35,02",29.21,76.49,
2009-08-02,"43,42","61,84",20.63,72.49,
2009-08-03,"108,13","117,59",89.91,75.93,
2009-08-04,"90,17","66,24",94.71,72.72,
2009-08-05,"91,10","57,79",117.07,70.45,
2009-08-06,"71,85","82,94",50.31,71.22,
2009-08-07,"116,16","119,54",99.71,78.92,
2009-08-08,"80,28","76,56",75.47,85.87,
2009-08-09,"50,57","63,02",31.54,86.89,
2009-08-10,"62,05","66,62",55.57,80.31,
2009-08-11,"70,11","104,84",29.15,77.45,
2009-08-12,"92,35","96,07",100.16,77.63,
2009-08-13,"38,16","53,26",25.39,72.81,
2009-08-14,"60,02","74,80",56.15,64.79,
2009-08-15,"52,69","77,04",29.21,60.85,
2009-08-16,"57,71","57,53",57.59,61.87,
2009-08-17,"103,52","108,11",90.18,67.79,
2009-08-18,"60,94","60,75",65.15,66.49,
2009-08-19,"114,65","146,95",74.91,69.67,
2009-08-20,"89,53","126,44",43.43,77.01,
2009-08-21,"55,03","58,51",42.71,76.3,
2009-08-22,"52,41","62,70",40.68,76.26,
2009-08-23,"70,36","81,83",58.5,78.06,
2009-08-24,"85,67","66,43",94.98,75.51,
2009-08-25,"80,04","106,39",66.55,78.24,
2009-08-26,"84,01","63,81",86.49,73.86,
2009-08-27,"37,69","45,08",31.34,66.46,
2009-08-28,"75,45","42,98",95.6,69.37,
2009-08-29,"124,59","94,98",146.26,79.69,
2009-08-30,"71,24","106,53",49.36,79.81,
2009-08-31,"65,05","49,88",74.9,76.87,
2009-09-01,"54,72","58,75",49.0,73.25,
2009-09-02,"72,63","88,49",46.97,71.62,
2009-09-03,"51,19","51,03",48.64,73.55,
2009-09-04,"89,63","71,48",101.36,75.58,
2009-09-05,"66,81","70,11",70.18,67.32,
2009-09-06,"74,12","79,58",56.89,67.73,
2009-09-07,"94,80","52,50",113.86,71.98,
2009-09-08,"86,38","111,94",64.64,76.51,
2009-09-09,"58,96","36,73",67.41,74.55,
2009-09-10,"92,47","65,85",98.87,80.45,
2009-09-11,"79,12","89,16",74.37,78.95,
2009-09-12,"70,41","76,58",63.87,79.46,
2009-09-13,"55,29","70,16",33.44,76.77,
2009-09-14,"71,05","70,83",59.08,73.38,
2009-09-15,"91,68","103,32",72.92,74.14,
2009-09-16,"83,45","115,75",54.31,77.64,
2009-09-17,"63,38","86,47",44.38,73.48,
2009-09-18,"173,58","173,05",168.4,86.98,
2009-09-19,"89,27","57,21",100.74,89.67,
2009-09-20,"46,49","34,76",48.32,88.42,
2009-09-21,"86,94","60,67",93.99,90.69,
2009-09-22,"117,71","117,34",111.86,94.4,
2009-09-23,"65,02","43,22",78.1,91.77,
2009-09-24,"98,93","27,21",141.84,96.85,
2009-09-25,"136,71","41,93",198.21,91.58,
2009-09-26,"144,57","56,40",214.3,99.48,
2009-09-27,"103,16","79,99",114.37,107.58,
2009-09-28,"129,90","69,07",172.83,113.72,
2009-09-29,"129,52","109,56",143.6,115.4,
2009-09-30,"156,01","101,28",187.05,128.4,
2009-10-01,"132,37","105,57",159.6,133.18,
2009-10-02,"106,43","39,79",143.81,128.85,
2009-10-03,"76,59","76,36",79.61,119.14,
2009-10-04,"68,89","57,23",76.38,114.25,
2009-10-05,"116,67","74,77",131.66,112.35,
2009-10-06,"102,17","86,18",111.1,108.45,
2009-10-07,"87,75","80,19",79.05,98.7,
2009-10-08,"89,53","68,66",103.08,92.58,
2009-10-09,"71,35","94,84",39.55,87.56,
2009-10-10,"96,24","61,90",113.59,90.37,
2009-10-11,"107,77","113,09",103.77,95.93,
2009-10-12,"88,93","106,39",88.74,91.96,
2009-10-13,"93,31","109,94",84.65,90.7,
2009-10-14,"102,10","90,48",113.2,92.75,
2009-10-15,"58,44","29,13",78.96,88.31,
2009-10-16,"105,38","105,06",105.16,93.17,
2009-10-17,"68,88","62,43",78.11,89.26,
2009-10-18,"76,76","58,87",88.38,84.83,
2009-10-19,"118,15","183,22",50.94,89.0,
2009-10-20,"81,17","69,36",90.0,87.27,
2009-10-21,"94,54","87,00",90.71,86.19,
2009-10-22,"96,92","103,52",86.35,91.69,
2009-10-23,"94,93","104,42",81.66,90.19,
2009-10-24,"95,55","114,31",95.35,94.0,
2009-10-25,"76,35","105,39",78.14,93.95,
2009-10-26,"82,20","98,33",68.35,88.81,
2009-10-27,"89,09","72,67",101.02,89.94,
2009-10-28,"115,82","153,96",89.89,92.98,
2009-10-29,"69,81","111,35",23.22,89.11,
2009-10-30,"79,12","82,30",68.65,86.85,
2009-10-31,"58,80","58,62",65.2,81.6,
2009-11-01,"49,52","65,83",27.45,77.77,
2009-11-02,"66,92","41,70",83.47,75.58,
2009-11-03,"122,69","179,39",61.21,80.38,
2009-11-04,"77,38","36,73",98.05,74.89,
2009-11-05,"66,19","59,38",66.04,74.37,
2009-11-06,"82,24","91,82",60.18,74.82,
2009-11-07,"71,03","103,00",37.59,76.57,
2009-11-08,"46,09","45,95",38.32,76.08,
2009-11-09,"95,39","129,67",50.48,80.14,
2009-11-10,"93,14","64,59",101.02,75.92,
2009-11-11,"112,04","148,92",80.74,80.87,
2009-11-12,"68,02","47,47",73.53,81.13,
2009-11-13,"90,14","89,86",91.01,82.26,
2009-11-14,"57,90","54,69",55.75,80.39,
2009-11-15,"59,58","95,03",19.82,82.31,
2009-11-16,"84,18","67,14",91.0,80.71,
2009-11-17,"111,31","76,53",165.97,83.31,
2009-11-18,"56,93","63,85",47.34,75.44,
2009-11-19,"94,15","118,19",69.59,79.17,
2009-11-20,"80,54","97,74",64.06,77.8,
2009-11-21,"69,27","87,90",68.08,79.42,
2009-11-22,"53,78","53,61",53.66,78.59,
2009-11-23,"101,72","105,82",102.97,81.1,
2009-11-24,"96,84","72,40",100.65,79.03,
2009-11-25,"100,73","123,60",70.88,85.29,
2009-11-26,"80,38","84,35",70.36,83.32,
2009-11-27,"75,20","67,47",81.29,82.56,
2009-11-28,"77,27","53,59",89.4,83.7,
2009-11-29,"71,24","82,86",59.24,86.2,
2009-11-30,"119,09","70,36",139.38,88.68,
2009-12-01,"91,03","78,91",85.56,87.85,
2009-12-02,"133,80","129,79",156.37,92.57,
2009-12-03,"117,08","96,12",143.17,97.82,
2009-12-04,"91,11","84,34",108.23,100.09,
2009-12-05,"82,21","102,45",51.27,100.8,
2009-12-06,"44,54","66,60",55.55,96.98,
2009-12-07,"101,24","72,67",127.96,94.43,
2009-12-08,"98,88","144,08",75.9,95.55,
2009-12-09,"68,26","78,80",53.78,86.19,
2009-12-10,"58,98","84,93",43.59,77.89,
2009-12-11,"75,66","78,71",60.18,75.68,
2009-12-12,"69,23","55,21",69.08,73.83,
2009-12-13,"81,22","46,27",96.48,79.07,
2009-12-14,"90,81","51,73",115.07,77.58,
2009-12-15,"87,88","83,80",82.6,76.01,
2009-12-16,"104,30","78,88",107.67,81.15,
2009-12-17,"54,54","36,25",60.47,80.52,
2009-12-18,"70,64","74,13",55.65,79.8,
2009-12-19,"78,79","75,13",74.06,81.17,
2009-12-20,"73,61","48,92",81.61,80.08,
2009-12-21,"69,63","49,59",74.45,77.06,
2009-12-22,"46,92","28,07",70.23,71.21,
2009-12-23,"64,23","100,63",38.15,65.48,
2009-12-24,"90,21","39,97",125.02,70.58,
2009-12-25,"81,29","121,56",84.49,72.1,
2009-12-26,"155,89","217,57",103.7,83.11,
2009-12-27,"123,37","135,29",92.33,90.22,
2009-12-28,"176,14","215,25",141.74,105.44,
2009-12-29,"204,68","257,75",152.28,127.97,
2009-12-30,"169,01","182,93",192.73,142.94,
2009-12-31,"115,30","194,52",73.75,146.52,
2010-01-01,"200,21","241,93",171.53,163.51,
2010-01-02,"110,15","113,87",94.98,156.98,
2010-01-03,"91,47","104,22",86.93,152.42,
2010-01-04,"177,12","190,89",214.95,152.56,
2010-01-05,"122,53","148,32",123.72,140.83,
2010-01-06,"161,59","177,20",161.24,139.77,
2010-01-07,"102,26","116,51",91.11,137.9,
2010-01-08,"110,30","117,29",110.06,125.06,
2010-01-09,"51,38","47,81",56.97,116.66,
2010-01-10,"76,89","114,98",42.62,114.58,
2010-01-11,"71,19","66,24",71.03,99.45,
2010-01-12,"117,87","97,25",135.19,98.78,
2010-01-13,"121,89","157,26",119.24,93.11,
2010-01-14,"82,37","57,12",95.29,90.27,
2010-01-15,"80,62","132,79",29.15,86.03,
2010-01-16,"40,32","49,47",25.79,84.45,
2010-01-17,"48,36","24,10",60.32,80.37,
2010-01-18,"71,80","76,36",55.73,80.46,
2010-01-19,"96,38","106,76",89.05,77.39,
2010-01-20,"84,68","87,79",73.23,72.08,
2010-01-21,"91,92","130,92",60.06,73.44,
2010-01-22,"50,39","40,19",50.29,69.12,
2010-01-23,"81,55","95,31",88.85,75.01,
2010-01-24,"55,11","73,25",40.73,75.98,
2010-01-25,"119,78","148,24",89.3,82.83,
2010-01-26,"90,71","94,04",72.41,82.02,
2010-01-27,"65,02","71,30",59.47,79.21,
2010-01-28,"114,45","104,32",119.64,82.43,
2010-01-29,"63,52","56,99",73.95,84.3,
2010-01-30,"78,74","78,49",79.5,83.9,
2010-01-31,"73,48","61,04",81.46,86.53,
2010-02-01,"143,84","67,48",189.97,89.96,
2010-02-02,"96,02","110,45",79.84,90.72,
2010-02-03,"113,40","82,22",142.87,97.63,
2010-02-04,"129,40","122,55",145.26,99.77,
2010-02-05,"92,11","85,26",93.0,103.85,
2010-02-06,"62,82","62,63",61.74,101.58,
2010-02-07,"54,60","48,39",60.54,98.88,
2010-02-08,"78,18","82,05",82.12,89.5,
2010-02-09,"67,68","97,46",62.53,85.46,
2010-02-10,"108,09","111,24",92.78,84.7,
2010-02-11,"96,86","115,87",69.8,80.05,
2010-02-12,"77,26","89,86",64.24,77.93,
2010-02-13,"46,73","36,23",60.44,75.63,
2010-02-14,"40,96","71,46",8.51,73.68,
2010-02-15,"85,16","118,85",63.73,74.68,
2010-02-16,"128,97","146,94",116.43,83.43,
2010-02-17,"75,89","85,52",71.33,78.83,
2010-02-18,"62,95","47,82",69.8,73.99,
2010-02-19,"119,77","50,27",162.49,80.06,
2010-02-20,"58,44","68,85",44.18,81.73,
2010-02-21,"76,15","75,92",81.41,86.76,
2010-02-22,"61,92","54,01",64.36,83.44,
2010-02-23,"86,13","121,65",53.72,77.32,
2010-02-24,"88,99","78,86",98.67,79.19,
2010-02-25,"60,93","38,36",74.66,78.91,
2010-02-26,"80,64","92,76",56.74,73.32,
2010-02-27,"45,01","52,80",44.04,71.4,
2010-02-28,"42,33","52,75",26.4,66.57,
2010-03-01,"62,06","77,34",64.51,66.59,
2010-03-02,"78,96","100,18",53.72,65.56,
2010-03-03,"63,70","35,28",76.51,61.95,
2010-03-04,"81,27","71,30",81.09,64.85,
2010-03-05,"86,04","72,58",88.06,65.63,
2010-03-06,"82,27","92,95",77.53,70.95,
2010-03-07,"56,04","86,90",31.07,72.91,
2010-03-08,"126,49","126,10",105.18,82.11,
2010-03-09,"88,63","73,63",98.27,83.49,
2010-03-10,"85,76","99,75",59.43,86.64,
2010-03-11,"93,18","83,28",90.84,88.34,
2010-03-12,"85,51","82,09",73.73,88.27,
2010-03-13,"50,70","67,40",32.79,83.76,
2010-03-14,"35,56","11,82",59.13,80.83,
2010-03-15,"105,72","101,49",110.7,77.86,
2010-03-16,"59,62","59,44",49.57,73.72,
2010-03-17,"76,36","65,25",72.57,72.38,
2010-03-18,"85,36","91,64",65.52,71.26,
2010-03-19,"81,10","55,97",88.19,70.63,
2010-03-20,"45,42","39,62",42.49,69.88,
2010-03-21,"36,34","24,15",40.29,69.99,
2010-03-22,"59,76","25,53",85.19,63.42,
2010-03-23,"81,17","123,31",77.14,66.5,
2010-03-24,"62,23","58,38",60.87,64.48,
2010-03-25,"53,73","18,91",73.59,59.96,
2010-03-26,"59,15","49,66",62.13,56.83,
2010-03-27,"71,06","32,70",95.45,60.49,
2010-03-28,"36,14","0,00",60.1,60.46,
2010-03-29,"60,89","56,66",81.01,60.63,
2010-03-30,"137,88","155,07",141.11,68.73,
2010-03-31,"66,39","48,77",81.36,69.32,
2010-04-01,"91,47","91,19",97.79,74.71,
2010-04-02,"121,53","125,06",136.91,83.62,
2010-04-03,"99,12","121,13",69.13,87.63,
2010-04-04,"94,45","67,26",112.2,95.96,
2010-04-05,"91,55","91,27",76.13,100.34,
2010-04-06,"112,22","99,44",103.68,96.68,
2010-04-07,"138,17","113,02",147.3,106.93,
2010-04-08,"139,44","101,72",164.03,113.78,
2010-04-09,"164,31","144,15",191.28,119.9,
2010-04-10,"69,56","34,67",86.76,115.67,
2010-04-11,"46,90","23,38",58.5,108.88,
2010-04-12,"121,04","80,45",161.04,113.09,
2010-04-13,"132,79","100,18",161.15,116.03,
2010-04-14,"97,33","100,38",106.05,110.2,
2010-04-15,"115,78","96,19",139.06,106.82,
2010-04-16,"67,54","83,36",58.83,92.99,
2010-04-17,"45,42","56,60",33.04,89.54,
2010-04-18,"66,74","60,48",60.54,92.38,
2010-04-19,"110,56","81,64",136.19,90.88,
2010-04-20,"123,80","112,20",112.3,89.59,
2010-04-21,"59,81","59,62",66.31,84.23,
2010-04-22,"58,78","48,26",57.51,76.09,
2010-04-23,"84,60","64,88",97.41,78.53,
2010-04-24,"65,01","67,63",56.41,81.33,
2010-04-25,"49,81","37,24",72.49,78.91,
2010-04-26,"72,10","79,86",59.95,73.42,
2010-04-27,"69,49","100,07",32.1,65.66,
2010-04-28,"43,92","51,09",30.44,63.39,
2010-04-29,"62,75","59,26",54.93,63.96,
2010-04-30,"42,74","36,52",45.7,57.98,
2010-05-01,"31,06","50,68",14.09,53.13,
2010-05-02,"23,08","23,01",19.2,49.31,
2010-05-03,"147,41","163,28",115.76,60.07,
2010-05-04,"129,46","136,65",107.65,68.63,
2010-05-05,"84,40","84,14",87.72,74.41,
2010-05-06,"69,15","72,22",71.19,75.33,
2010-05-07,"76,71","101,96",42.52,80.18,
2010-05-08,"51,50","43,24",49.59,83.1,
2010-05-09,"59,37","71,02",49.36,88.28,
2010-05-10,"76,66","96,54",67.1,78.18,
2010-05-11,"91,07","121,05",50.48,72.69,
2010-05-12,"46,61","46,47",44.29,67.29,
2010-05-13,"53,54","33,36",61.21,65.06,
2010-05-14,"100,95","125,80",99.69,68.53,
2010-05-15,"78,10","64,44",85.1,72.33,
2010-05-16,"70,21","50,90",74.3,73.88,
2010-05-17,"125,48","125,09",132.16,80.85,
2010-05-18,"135,35","106,53",154.02,87.18,
2010-05-19,"157,28","147,20",144.13,102.99,
2010-05-20,"114,79","124,25",92.73,111.74,
2010-05-21,"132,24","102,90",150.2,116.21,
2010-05-22,"104,72","87,92",114.58,120.01,
2010-05-23,"59,05","70,64",68.74,118.42,
2010-05-24,"95,59","82,87",96.77,114.15,
2010-05-25,"99,93","81,18",123.11,109.09,
2010-05-26,"110,54","78,20",142.32,102.41,
2010-05-27,"81,88","54,42",96.45,97.71,
2010-05-28,"90,23","70,67",101.82,91.71,
2010-05-29,"74,91","49,78",92.28,87.45,
2010-05-30,"29,79","35,64",19.82,83.27,
2010-05-31,"100,24","76,14",127.01,83.93,
2010-06-01,"165,63","148,61",206.59,93.31,
2010-06-02,"181,89","76,72",273.41,103.51,
2010-06-03,"131,32","72,00",174.72,110.57,
2010-06-04,"97,81","32,50",140.98,111.66,
2010-06-05,"92,31","52,59",114.04,114.14,
2010-06-06,"66,37","12,03",100.35,119.37,
2010-06-07,"150,21","102,46",177.5,126.51,
2010-06-08,"117,36","75,48",132.22,119.61,
2010-06-09,"73,69","26,71",100.27,104.15,
2010-06-10,"147,08","82,88",186.12,106.4,
2010-06-11,"100,94","103,68",91.56,106.85,
2010-06-12,"35,13","32,32",35.95,98.68,
2010-06-13,"93,22","99,13",82.69,102.52,
2010-06-14,"90,92","47,29",118.33,94.05,
2010-06-15,"103,30","63,92",118.47,92.04,
2010-06-16,"88,88","61,34",96.65,94.21,
2010-06-17,"89,18","101,61",63.57,85.94,
2010-06-18,"119,01","92,28",126.45,88.52,
2010-06-19,"49,77","38,59",55.18,90.61,
2010-06-20,"67,86","86,10",51.29,86.99,
2010-06-21,"89,53","64,91",108.29,86.79,
2010-06-22,"131,23","127,29",147.46,90.78,
2010-06-23,"82,58","67,08",81.39,89.88,
2010-06-24,"89,27","76,28",100.74,89.89,
2010-06-25,"59,79","71,53",39.78,81.43,
2010-06-26,"57,63","32,83",68.46,82.56,
2010-06-27,"30,96","12,35",41.19,77.29,
2010-06-28,"77,70","65,23",88.42,75.6,
2010-06-29,"113,40","68,51",148.58,73.05,
2010-06-30,"96,42","96,12",85.9,75.02,
2010-07-01,"94,26","80,55",95.18,75.74,
2010-07-02,"64,03","47,03",84.06,76.34,
2010-07-03,"45,13","77,99",40.03,74.56,
2010-07-04,"30,33","36,29",20.18,74.47,
2010-07-05,"39,26","39,14",32.65,68.98,
2010-07-06,"111,21","47,52",145.32,68.66,
2010-07-07,"93,79","89,76",81.11,68.29,
2010-07-08,"140,07","153,60",128.12,74.83,
2010-07-09,"66,58","92,93",44.29,75.2,
2010-07-10,"64,32","81,61",38.9,77.94,
2010-07-11,"54,21","48,03",50.08,81.35,
2010-07-12,"28,98","33,02",27.55,79.88,
2010-07-13,"140,02","143,58",146.37,84.0,
2010-07-14,"158,44","132,24",177.71,93.23,
2010-07-15,"124,00","120,09",117.84,90.94,
2010-07-16,"45,87","52,26",38.14,87.98,
2010-07-17,"36,31","38,98",46.45,83.98,
2010-07-18,"50,48","62,90",31.48,83.44,
2010-07-19,"71,65","58,82",77.1,89.54,
2010-07-20,"88,59","84,48",89.68,82.19,
2010-07-21,"99,63","120,60",100.59,73.79,
2010-07-22,"65,89","65,68",66.96,65.49,
2010-07-23,"73,76","76,72",69.33,69.47,
2010-07-24,"51,95","30,46",66.07,71.7,
2010-07-25,"61,80","61,61",61.67,73.32,
2010-07-26,"132,67","145,07",113.88,82.04,
2010-07-27,"99,45","122,03",76.34,83.59,
2010-07-28,"103,40","73,63",135.12,84.13,
2010-07-29,"65,02","86,43",54.07,84.01,
2010-07-30,"74,98","108,72",56.68,84.18,
2010-07-31,"85,09","122,85",53.68,88.92,
2010-08-01,"90,23","115,65",75.03,92.98,
2010-08-02,"117,84","95,72",145.16,90.86,
2010-08-03,"112,56","112,22",93.6,92.73,
2010-08-04,"99,57","106,90",108.27,92.18,
2010-08-05,"85,46","115,87",68.22,95.1,
2010-08-06,"64,69","54,30",62.28,93.63,
2010-08-07,"52,48","61,55",41.07,88.98,
2010-08-08,"85,44","52,42",98.38,88.29,
2010-08-09,"48,01","34,81",58.07,78.32,
2010-08-10,"77,13","46,13",89.79,73.25,
2010-08-11,"69,17","61,30",70.3,68.91,
2010-08-12,"83,67","68,25",88.55,68.66,
2010-08-13,"54,13","71,95",30.01,67.15,
2010-08-14,"46,41","23,13",57.89,66.28,
2010-08-15,"61,98","41,19",68.72,62.93,
2010-08-16,"66,97","35,61",81.67,65.64,
2010-08-17,"83,65","33,36",111.29,66.57,
2010-08-18,"108,86","155,04",51.73,72.24,
2010-08-19,"96,27","92,42",83.02,74.04,
2010-08-20,"57,42","64,40",41.78,74.51,
2010-08-21,"80,34","80,09",77.08,79.36,
2010-08-22,"71,37","59,29",69.23,80.7,
2010-08-23,"76,51","80,76",74.85,82.06,
2010-08-24,"105,29","177,63",47.14,85.15,
2010-08-25,"97,32","134,33",74.7,83.5,
2010-08-26,"83,96","91,31",76.16,81.74,
2010-08-27,"95,15","112,42",99.63,87.13,
2010-08-28,"71,95","89,66",59.83,85.93,
2010-08-29,"65,99","118,41",21.95,85.17,
2010-08-30,"97,04","114,33",73.36,88.1,
2010-08-31,"123,16","127,01",98.88,90.65,
2010-09-01,"94,75","128,47",69.34,90.28,
2010-09-02,"60,68","85,41",35.62,86.96,
2010-09-03,"81,19","64,75",81.01,84.97,
2010-09-04,"56,00","58,76",53.91,82.69,
2010-09-05,"37,71","37,60",31.36,78.65,
2010-09-06,"52,41","31,35",61.02,72.27,
2010-09-07,"113,96","117,52",91.49,70.96,
2010-09-08,"87,17","90,38",81.19,69.88,
2010-09-09,"45,96","32,73",60.06,67.77,
2010-09-10,"86,67","102,40",80.07,68.55,
2010-09-11,"21,70","16,23",22.56,63.66,
2010-09-12,"45,07","67,40",37.48,64.71,
2010-09-13,"71,60","90,17",43.87,67.45,
2010-09-14,"80,20","83,43",69.59,62.63,
2010-09-15,"63,13","13,25",99.46,59.19,
2010-09-16,"61,40","64,44",48.37,61.4,
2010-09-17,"89,34","75,37",102.87,61.78,
2010-09-18,"60,38","71,14",50.21,67.3,
2010-09-19,"72,30","65,52",65.58,71.19,
2010-09-20,"70,04","98,58",34.26,70.97,
2010-09-21,"100,87","104,58",114.07,73.92,
2010-09-22,"67,37","37,31",80.92,74.53,
2010-09-23,"80,06","26,61",110.96,77.2,
2010-09-24,"91,23","87,81",78.48,77.46,
2010-09-25,"62,55","46,77",73.68,77.78,
2010-09-26,"64,01","95,72",44.36,76.59,
2010-09-27,"95,33","102,95",105.69,80.2,
2010-09-28,"89,33","81,63",99.04,78.55,
2010-09-29,"82,90","82,65",91.91,80.77,
2010-09-30,"69,41","50,32",73.45,79.25,
2010-10-01,"80,87","105,43",51.73,77.77,
2010-10-02,"27,02","32,32",17.97,72.69,
2010-10-03,"45,61","34,10",56.89,70.07,
2010-10-04,"75,47","95,03",72.66,67.23,
2010-10-05,"111,26","150,27",113.4,70.36,
2010-10-06,"98,46","140,23",70.18,72.58,
2010-10-07,"104,36","120,82",106.37,77.58,
2010-10-08,"67,21","70,20",63.87,75.63,
2010-10-09,"55,83","68,91",44.21,79.74,
2010-10-10,"55,21","70,05",50.08,81.11,
2010-10-11,"70,22","65,88",75.56,80.36,
2010-10-12,"64,53","92,92",59.62,73.69,
2010-10-13,"52,52","83,78",34.94,67.13,
2010-10-14,"77,56","57,99",91.37,63.3,
2010-10-15,"71,88","105,93",77.96,63.96,
2010-10-16,"45,55","30,27",54.71,62.5,
2010-10-17,"77,17","71,02",78.98,65.63,
2010-10-18,"30,71","45,92",25.53,59.99,
2010-10-19,"83,69","76,48",86.98,62.73,
2010-10-20,"69,56","52,84",77.13,65.16,
2010-10-21,"43,10","67,52",35.84,60.24,
2010-10-22,"65,01","94,27",54.06,59.26,
2010-10-23,"40,66","54,05",31.56,58.56,
2010-10-24,"63,10","50,32",73.45,56.55,
2010-10-25,"50,78","70,10",38.98,59.41,
2010-10-26,"44,56","44,43",37.06,53.83,
2010-10-27,"85,61","89,05",86.66,56.12,
2010-10-28,"55,87","65,52",65.58,57.94,
2010-10-29,"78,20","68,60",88.44,59.83,
